subject_id,itemB,causal_itemA,similar_itemA,explanation_type,satisfactory,causal_itemA_causal_distance,causal_itemA_freesort_distance,causal_itemA_freesort_minus_causal,similar_itemA_causal_distance,similar_itemA_freesort_distance,similar_itemA_freesort_minus_causal
subj_27,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_27,get tired,jump up and down,feel scared,Intrinsic,23,0.04,0.78,0.73,0.47,0.5,0.03
subj_27,see something,take a walk,hear something,Direct,90,0.17,0.86,0.69,0.46,0.05,-0.41
subj_27,see something,take a walk,hear something,Intrinsic,22,0.17,0.86,0.69,0.46,0.05,-0.41
subj_27,remember something,take a walk,think about something,Direct,90,0.22,0.91,0.69,0,0,0
subj_27,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_27,hear something,take a walk,see something,Direct,66,0.23,0.86,0.62,0.49,0.05,-0.44
subj_27,hear something,take a walk,see something,Intrinsic,26,0.23,0.86,0.62,0.49,0.05,-0.44
subj_27,think about something,take a walk,remember something,Direct,100,0.15,0.86,0.72,0.01,0,-0.01
subj_27,think about something,take a walk,remember something,Intrinsic,100,0.15,0.86,0.72,0.01,0,-0.01
subj_27,jump up and down,think about something,sit down,Direct,28,0.39,0.99,0.6,1,0.3,-0.7
subj_27,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_27,choose what to do,feel scared,remember something,Direct,73,0.16,0.78,0.62,0.1,0.42,0.32
subj_27,choose what to do,feel scared,remember something,Intrinsic,100,0.16,0.78,0.62,0.1,0.42,0.32
subj_27,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_27,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_27,become hungry,take a walk,experience pain,Direct,99,0.14,0.79,0.65,0.72,0.49,-0.22
subj_27,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_28,think about something,take a walk,remember something,Direct,37,0.15,0.86,0.72,0.01,0,-0.01
subj_28,think about something,take a walk,remember something,Intrinsic,64,0.15,0.86,0.72,0.01,0,-0.01
subj_28,kick something,think about something,jump up and down,Direct,17,0.4,0.9,0.5,0.61,0.26,-0.35
subj_28,kick something,think about something,jump up and down,Intrinsic,9,0.4,0.9,0.5,0.61,0.26,-0.35
subj_28,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_28,get tired,jump up and down,feel scared,Intrinsic,0,0.04,0.78,0.73,0.47,0.5,0.03
subj_28,remember something,take a walk,think about something,Direct,33,0.22,0.91,0.69,0,0,0
subj_28,remember something,take a walk,think about something,Intrinsic,94,0.22,0.91,0.69,0,0,0
subj_28,jump up and down,think about something,sit down,Direct,9,0.39,0.99,0.6,1,0.3,-0.7
subj_28,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_28,see something,take a walk,hear something,Direct,75,0.17,0.86,0.69,0.46,0.05,-0.41
subj_28,see something,take a walk,hear something,Intrinsic,13,0.17,0.86,0.69,0.46,0.05,-0.41
subj_28,reach for something,become hungry,kick something,Direct,97,0.18,0.83,0.65,0.62,0.49,-0.14
subj_28,reach for something,become hungry,kick something,Intrinsic,1,0.18,0.83,0.65,0.62,0.49,-0.14
subj_28,choose what to do,feel scared,remember something,Direct,41,0.16,0.78,0.62,0.1,0.42,0.32
subj_28,choose what to do,feel scared,remember something,Intrinsic,82,0.16,0.78,0.62,0.1,0.42,0.32
subj_28,take a walk,think about something,jump up and down,Direct,38,0.25,0.86,0.61,0.76,0.17,-0.59
subj_28,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_28,become hungry,take a walk,experience pain,Direct,43,0.14,0.79,0.65,0.72,0.49,-0.22
subj_28,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_28,sit down,experience pain,jump up and down,Direct,91,0.08,0.87,0.79,0.61,0.3,-0.31
subj_28,sit down,experience pain,jump up and down,Intrinsic,13,0.08,0.87,0.79,0.61,0.3,-0.31
subj_28,get sick,see something,get tired,Direct,25,0.4,0.95,0.55,0.42,0.37,-0.06
subj_28,get sick,see something,get tired,Intrinsic,6,0.4,0.95,0.55,0.42,0.37,-0.06
subj_28,hear something,take a walk,see something,Direct,53,0.23,0.86,0.62,0.49,0.05,-0.44
subj_28,hear something,take a walk,see something,Intrinsic,6,0.23,0.86,0.62,0.49,0.05,-0.44
subj_28,experience pain,kick something,feel scared,Direct,75,0.07,0.72,0.65,0.34,0.32,-0.02
subj_28,experience pain,kick something,feel scared,Intrinsic,6,0.07,0.72,0.65,0.34,0.32,-0.02
subj_28,feel scared,see something,become hungry,Direct,89,0.06,0.78,0.71,0.63,0.58,-0.05
subj_28,feel scared,see something,become hungry,Intrinsic,3,0.06,0.78,0.71,0.63,0.58,-0.05
subj_29,get tired,jump up and down,feel scared,Direct,99,0.04,0.78,0.73,0.47,0.5,0.03
subj_29,get tired,jump up and down,feel scared,Intrinsic,38,0.04,0.78,0.73,0.47,0.5,0.03
subj_29,reach for something,become hungry,kick something,Direct,48,0.18,0.83,0.65,0.62,0.49,-0.14
subj_29,reach for something,become hungry,kick something,Intrinsic,15,0.18,0.83,0.65,0.62,0.49,-0.14
subj_29,take a walk,think about something,jump up and down,Direct,33,0.25,0.86,0.61,0.76,0.17,-0.59
subj_29,take a walk,think about something,jump up and down,Intrinsic,21,0.25,0.86,0.61,0.76,0.17,-0.59
subj_29,see something,take a walk,hear something,Direct,81,0.17,0.86,0.69,0.46,0.05,-0.41
subj_29,see something,take a walk,hear something,Intrinsic,24,0.17,0.86,0.69,0.46,0.05,-0.41
subj_29,become hungry,take a walk,experience pain,Direct,60,0.14,0.79,0.65,0.72,0.49,-0.22
subj_29,become hungry,take a walk,experience pain,Intrinsic,15,0.14,0.79,0.65,0.72,0.49,-0.22
subj_29,jump up and down,think about something,sit down,Direct,4,0.39,0.99,0.6,1,0.3,-0.7
subj_29,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_29,get sick,see something,get tired,Direct,11,0.4,0.95,0.55,0.42,0.37,-0.06
subj_29,get sick,see something,get tired,Intrinsic,83,0.4,0.95,0.55,0.42,0.37,-0.06
subj_29,sit down,experience pain,jump up and down,Direct,77,0.08,0.87,0.79,0.61,0.3,-0.31
subj_29,sit down,experience pain,jump up and down,Intrinsic,4,0.08,0.87,0.79,0.61,0.3,-0.31
subj_29,think about something,take a walk,remember something,Direct,32,0.15,0.86,0.72,0.01,0,-0.01
subj_29,think about something,take a walk,remember something,Intrinsic,76,0.15,0.86,0.72,0.01,0,-0.01
subj_29,experience pain,kick something,feel scared,Direct,78,0.07,0.72,0.65,0.34,0.32,-0.02
subj_29,experience pain,kick something,feel scared,Intrinsic,35,0.07,0.72,0.65,0.34,0.32,-0.02
subj_29,feel scared,see something,become hungry,Direct,29,0.06,0.78,0.71,0.63,0.58,-0.05
subj_29,feel scared,see something,become hungry,Intrinsic,8,0.06,0.78,0.71,0.63,0.58,-0.05
subj_29,hear something,take a walk,see something,Direct,61,0.23,0.86,0.62,0.49,0.05,-0.44
subj_29,hear something,take a walk,see something,Intrinsic,51,0.23,0.86,0.62,0.49,0.05,-0.44
subj_29,choose what to do,feel scared,remember something,Direct,10,0.16,0.78,0.62,0.1,0.42,0.32
subj_29,choose what to do,feel scared,remember something,Intrinsic,59,0.16,0.78,0.62,0.1,0.42,0.32
subj_29,kick something,think about something,jump up and down,Direct,9,0.4,0.9,0.5,0.61,0.26,-0.35
subj_29,kick something,think about something,jump up and down,Intrinsic,6,0.4,0.9,0.5,0.61,0.26,-0.35
subj_29,remember something,take a walk,think about something,Direct,39,0.22,0.91,0.69,0,0,0
subj_29,remember something,take a walk,think about something,Intrinsic,87,0.22,0.91,0.69,0,0,0
subj_30,get sick,see something,get tired,Direct,0,0.4,0.95,0.55,0.42,0.37,-0.06
subj_30,get sick,see something,get tired,Intrinsic,44,0.4,0.95,0.55,0.42,0.37,-0.06
subj_30,jump up and down,think about something,sit down,Direct,57,0.39,0.99,0.6,1,0.3,-0.7
subj_30,jump up and down,think about something,sit down,Intrinsic,8,0.39,0.99,0.6,1,0.3,-0.7
subj_30,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_30,sit down,experience pain,jump up and down,Intrinsic,42,0.08,0.87,0.79,0.61,0.3,-0.31
subj_30,kick something,think about something,jump up and down,Direct,90,0.4,0.9,0.5,0.61,0.26,-0.35
subj_30,kick something,think about something,jump up and down,Intrinsic,11,0.4,0.9,0.5,0.61,0.26,-0.35
subj_30,see something,take a walk,hear something,Direct,88,0.17,0.86,0.69,0.46,0.05,-0.41
subj_30,see something,take a walk,hear something,Intrinsic,56,0.17,0.86,0.69,0.46,0.05,-0.41
subj_30,become hungry,take a walk,experience pain,Direct,100,0.14,0.79,0.65,0.72,0.49,-0.22
subj_30,become hungry,take a walk,experience pain,Intrinsic,27,0.14,0.79,0.65,0.72,0.49,-0.22
subj_30,choose what to do,feel scared,remember something,Direct,88,0.16,0.78,0.62,0.1,0.42,0.32
subj_30,choose what to do,feel scared,remember something,Intrinsic,87,0.16,0.78,0.62,0.1,0.42,0.32
subj_30,think about something,take a walk,remember something,Direct,57,0.15,0.86,0.72,0.01,0,-0.01
subj_30,think about something,take a walk,remember something,Intrinsic,69,0.15,0.86,0.72,0.01,0,-0.01
subj_30,reach for something,become hungry,kick something,Direct,88,0.18,0.83,0.65,0.62,0.49,-0.14
subj_30,reach for something,become hungry,kick something,Intrinsic,59,0.18,0.83,0.65,0.62,0.49,-0.14
subj_30,feel scared,see something,become hungry,Direct,96,0.06,0.78,0.71,0.63,0.58,-0.05
subj_30,feel scared,see something,become hungry,Intrinsic,40,0.06,0.78,0.71,0.63,0.58,-0.05
subj_30,experience pain,kick something,feel scared,Direct,91,0.07,0.72,0.65,0.34,0.32,-0.02
subj_30,experience pain,kick something,feel scared,Intrinsic,55,0.07,0.72,0.65,0.34,0.32,-0.02
subj_30,hear something,take a walk,see something,Direct,76,0.23,0.86,0.62,0.49,0.05,-0.44
subj_30,hear something,take a walk,see something,Intrinsic,40,0.23,0.86,0.62,0.49,0.05,-0.44
subj_30,take a walk,think about something,jump up and down,Direct,60,0.25,0.86,0.61,0.76,0.17,-0.59
subj_30,take a walk,think about something,jump up and down,Intrinsic,16,0.25,0.86,0.61,0.76,0.17,-0.59
subj_30,remember something,take a walk,think about something,Direct,83,0.22,0.91,0.69,0,0,0
subj_30,remember something,take a walk,think about something,Intrinsic,37,0.22,0.91,0.69,0,0,0
subj_30,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_30,get tired,jump up and down,feel scared,Intrinsic,69,0.04,0.78,0.73,0.47,0.5,0.03
subj_31,see something,take a walk,hear something,Direct,57,0.17,0.86,0.69,0.46,0.05,-0.41
subj_31,see something,take a walk,hear something,Intrinsic,40,0.17,0.86,0.69,0.46,0.05,-0.41
subj_31,experience pain,kick something,feel scared,Direct,92,0.07,0.72,0.65,0.34,0.32,-0.02
subj_31,experience pain,kick something,feel scared,Intrinsic,11,0.07,0.72,0.65,0.34,0.32,-0.02
subj_31,get sick,see something,get tired,Direct,52,0.4,0.95,0.55,0.42,0.37,-0.06
subj_31,get sick,see something,get tired,Intrinsic,36,0.4,0.95,0.55,0.42,0.37,-0.06
subj_31,jump up and down,think about something,sit down,Direct,7,0.39,0.99,0.6,1,0.3,-0.7
subj_31,jump up and down,think about something,sit down,Intrinsic,16,0.39,0.99,0.6,1,0.3,-0.7
subj_31,choose what to do,feel scared,remember something,Direct,42,0.16,0.78,0.62,0.1,0.42,0.32
subj_31,choose what to do,feel scared,remember something,Intrinsic,66,0.16,0.78,0.62,0.1,0.42,0.32
subj_31,feel scared,see something,become hungry,Direct,75,0.06,0.78,0.71,0.63,0.58,-0.05
subj_31,feel scared,see something,become hungry,Intrinsic,14,0.06,0.78,0.71,0.63,0.58,-0.05
subj_31,take a walk,think about something,jump up and down,Direct,59,0.25,0.86,0.61,0.76,0.17,-0.59
subj_31,take a walk,think about something,jump up and down,Intrinsic,11,0.25,0.86,0.61,0.76,0.17,-0.59
subj_31,become hungry,take a walk,experience pain,Direct,72,0.14,0.79,0.65,0.72,0.49,-0.22
subj_31,become hungry,take a walk,experience pain,Intrinsic,63,0.14,0.79,0.65,0.72,0.49,-0.22
subj_31,remember something,take a walk,think about something,Direct,69,0.22,0.91,0.69,0,0,0
subj_31,remember something,take a walk,think about something,Intrinsic,73,0.22,0.91,0.69,0,0,0
subj_31,hear something,take a walk,see something,Direct,58,0.23,0.86,0.62,0.49,0.05,-0.44
subj_31,hear something,take a walk,see something,Intrinsic,46,0.23,0.86,0.62,0.49,0.05,-0.44
subj_31,reach for something,become hungry,kick something,Direct,74,0.18,0.83,0.65,0.62,0.49,-0.14
subj_31,reach for something,become hungry,kick something,Intrinsic,51,0.18,0.83,0.65,0.62,0.49,-0.14
subj_31,get tired,jump up and down,feel scared,Direct,93,0.04,0.78,0.73,0.47,0.5,0.03
subj_31,get tired,jump up and down,feel scared,Intrinsic,43,0.04,0.78,0.73,0.47,0.5,0.03
subj_31,kick something,think about something,jump up and down,Direct,42,0.4,0.9,0.5,0.61,0.26,-0.35
subj_31,kick something,think about something,jump up and down,Intrinsic,64,0.4,0.9,0.5,0.61,0.26,-0.35
subj_31,sit down,experience pain,jump up and down,Direct,78,0.08,0.87,0.79,0.61,0.3,-0.31
subj_31,sit down,experience pain,jump up and down,Intrinsic,32,0.08,0.87,0.79,0.61,0.3,-0.31
subj_31,think about something,take a walk,remember something,Direct,68,0.15,0.86,0.72,0.01,0,-0.01
subj_31,think about something,take a walk,remember something,Intrinsic,72,0.15,0.86,0.72,0.01,0,-0.01
subj_32,choose what to do,feel scared,remember something,Direct,13,0.16,0.78,0.62,0.1,0.42,0.32
subj_32,choose what to do,feel scared,remember something,Intrinsic,34,0.16,0.78,0.62,0.1,0.42,0.32
subj_32,hear something,take a walk,see something,Direct,14,0.23,0.86,0.62,0.49,0.05,-0.44
subj_32,hear something,take a walk,see something,Intrinsic,32,0.23,0.86,0.62,0.49,0.05,-0.44
subj_32,get tired,jump up and down,feel scared,Direct,33,0.04,0.78,0.73,0.47,0.5,0.03
subj_32,get tired,jump up and down,feel scared,Intrinsic,6,0.04,0.78,0.73,0.47,0.5,0.03
subj_32,get sick,see something,get tired,Direct,2,0.4,0.95,0.55,0.42,0.37,-0.06
subj_32,get sick,see something,get tired,Intrinsic,31,0.4,0.95,0.55,0.42,0.37,-0.06
subj_32,think about something,take a walk,remember something,Direct,18,0.15,0.86,0.72,0.01,0,-0.01
subj_32,think about something,take a walk,remember something,Intrinsic,70,0.15,0.86,0.72,0.01,0,-0.01
subj_32,kick something,think about something,jump up and down,Direct,76,0.4,0.9,0.5,0.61,0.26,-0.35
subj_32,kick something,think about something,jump up and down,Intrinsic,32,0.4,0.9,0.5,0.61,0.26,-0.35
subj_32,jump up and down,think about something,sit down,Direct,59,0.39,0.99,0.6,1,0.3,-0.7
subj_32,jump up and down,think about something,sit down,Intrinsic,11,0.39,0.99,0.6,1,0.3,-0.7
subj_32,see something,take a walk,hear something,Direct,40,0.17,0.86,0.69,0.46,0.05,-0.41
subj_32,see something,take a walk,hear something,Intrinsic,57,0.17,0.86,0.69,0.46,0.05,-0.41
subj_32,become hungry,take a walk,experience pain,Direct,72,0.14,0.79,0.65,0.72,0.49,-0.22
subj_32,become hungry,take a walk,experience pain,Intrinsic,79,0.14,0.79,0.65,0.72,0.49,-0.22
subj_32,feel scared,see something,become hungry,Direct,87,0.06,0.78,0.71,0.63,0.58,-0.05
subj_32,feel scared,see something,become hungry,Intrinsic,19,0.06,0.78,0.71,0.63,0.58,-0.05
subj_32,remember something,take a walk,think about something,Direct,40,0.22,0.91,0.69,0,0,0
subj_32,remember something,take a walk,think about something,Intrinsic,71,0.22,0.91,0.69,0,0,0
subj_32,sit down,experience pain,jump up and down,Direct,4,0.08,0.87,0.79,0.61,0.3,-0.31
subj_32,sit down,experience pain,jump up and down,Intrinsic,22,0.08,0.87,0.79,0.61,0.3,-0.31
subj_32,experience pain,kick something,feel scared,Direct,15,0.07,0.72,0.65,0.34,0.32,-0.02
subj_32,experience pain,kick something,feel scared,Intrinsic,15,0.07,0.72,0.65,0.34,0.32,-0.02
subj_32,reach for something,become hungry,kick something,Direct,83,0.18,0.83,0.65,0.62,0.49,-0.14
subj_32,reach for something,become hungry,kick something,Intrinsic,16,0.18,0.83,0.65,0.62,0.49,-0.14
subj_32,take a walk,think about something,jump up and down,Direct,79,0.25,0.86,0.61,0.76,0.17,-0.59
subj_32,take a walk,think about something,jump up and down,Intrinsic,30,0.25,0.86,0.61,0.76,0.17,-0.59
subj_33,take a walk,think about something,jump up and down,Direct,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_33,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_33,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_33,get tired,jump up and down,feel scared,Intrinsic,0,0.04,0.78,0.73,0.47,0.5,0.03
subj_33,become hungry,take a walk,experience pain,Direct,25,0.14,0.79,0.65,0.72,0.49,-0.22
subj_33,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_33,sit down,experience pain,jump up and down,Direct,37,0.08,0.87,0.79,0.61,0.3,-0.31
subj_33,sit down,experience pain,jump up and down,Intrinsic,0,0.08,0.87,0.79,0.61,0.3,-0.31
subj_33,get sick,see something,get tired,Direct,0,0.4,0.95,0.55,0.42,0.37,-0.06
subj_33,get sick,see something,get tired,Intrinsic,0,0.4,0.95,0.55,0.42,0.37,-0.06
subj_33,choose what to do,feel scared,remember something,Direct,25,0.16,0.78,0.62,0.1,0.42,0.32
subj_33,choose what to do,feel scared,remember something,Intrinsic,50,0.16,0.78,0.62,0.1,0.42,0.32
subj_33,remember something,take a walk,think about something,Direct,12,0.22,0.91,0.69,0,0,0
subj_33,remember something,take a walk,think about something,Intrinsic,50,0.22,0.91,0.69,0,0,0
subj_33,jump up and down,think about something,sit down,Direct,0,0.39,0.99,0.6,1,0.3,-0.7
subj_33,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_33,reach for something,become hungry,kick something,Direct,50,0.18,0.83,0.65,0.62,0.49,-0.14
subj_33,reach for something,become hungry,kick something,Intrinsic,0,0.18,0.83,0.65,0.62,0.49,-0.14
subj_33,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_33,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_33,experience pain,kick something,feel scared,Direct,75,0.07,0.72,0.65,0.34,0.32,-0.02
subj_33,experience pain,kick something,feel scared,Intrinsic,0,0.07,0.72,0.65,0.34,0.32,-0.02
subj_33,see something,take a walk,hear something,Direct,0,0.17,0.86,0.69,0.46,0.05,-0.41
subj_33,see something,take a walk,hear something,Intrinsic,0,0.17,0.86,0.69,0.46,0.05,-0.41
subj_33,hear something,take a walk,see something,Direct,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_33,hear something,take a walk,see something,Intrinsic,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_33,kick something,think about something,jump up and down,Direct,14,0.4,0.9,0.5,0.61,0.26,-0.35
subj_33,kick something,think about something,jump up and down,Intrinsic,0,0.4,0.9,0.5,0.61,0.26,-0.35
subj_33,think about something,take a walk,remember something,Direct,14,0.15,0.86,0.72,0.01,0,-0.01
subj_33,think about something,take a walk,remember something,Intrinsic,25,0.15,0.86,0.72,0.01,0,-0.01
subj_34,feel scared,see something,become hungry,Direct,97,0.06,0.78,0.71,0.63,0.58,-0.05
subj_34,feel scared,see something,become hungry,Intrinsic,17,0.06,0.78,0.71,0.63,0.58,-0.05
subj_34,kick something,think about something,jump up and down,Direct,1,0.4,0.9,0.5,0.61,0.26,-0.35
subj_34,kick something,think about something,jump up and down,Intrinsic,12,0.4,0.9,0.5,0.61,0.26,-0.35
subj_34,hear something,take a walk,see something,Direct,24,0.23,0.86,0.62,0.49,0.05,-0.44
subj_34,hear something,take a walk,see something,Intrinsic,6,0.23,0.86,0.62,0.49,0.05,-0.44
subj_34,get sick,see something,get tired,Direct,22,0.4,0.95,0.55,0.42,0.37,-0.06
subj_34,get sick,see something,get tired,Intrinsic,0,0.4,0.95,0.55,0.42,0.37,-0.06
